Time;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;Amount;Class
2;0,5542046;0,2855759;0,2817990;0,5015489;-0,8626201;-0,6995369;-0,4925329;-0,8861177;-0,5242594;-0,9990547;-0,1702639;0,5141225;0,6198484;0,9376753;-0,3107583;0,3433119;0,8259979;-0,7809952;0,7826395;0,3711563;0,4082107;-0,1733568;0,5664006;0,7455649;-0,9851047;0,6705918;-0,8481365;0,5528541;291;0
19;-0,4236603;0,3414329;0,6441710;-0,9171886;0,5012761;0,1826491;-0,1932319;-0,8041164;-0,7204378;-0,7619474;0,7220227;-0,3910287;-0,2627430;0,4437176;0,5003627;0,3664062;-0,9318367;-0,2251980;0,1602686;0,1492662;-0,2544777;0,2432703;-0,0902773;-0,0573579;-0,4013441;-0,4451843;-0,0647066;-0,3167962;527;0
11;0,9753139;-0,2775846;0,0315820;-0,4425805;0,0032367;-0,6378228;-0,8156281;-0,0365832;0,4439025;0,5304122;0,4601212;-0,3419704;-0,6274343;-0,3333600;0,8807586;0,6603074;0,0099641;-0,3730896;-0,3010009;0,9988460;-0,0644725;-0,3610654;-0,8296837;0,7856765;-0,2879264;-0,9907854;0,1797406;-0,4739498;41;0
13;0,7064539;-0,1423524;0,1328961;-0,2039344;0,4846511;-0,0537308;-0,8751853;0,5227794;0,3158115;0,0239242;0,6543084;0,5079268;0,9443798;0,6305384;0,7047104;0,5651489;-0,3395523;-0,0064752;0,1453214;-0,4045670;0,6210666;0,0411441;0,0348113;0,9698192;0,2999783;-0,3695399;0,5721417;0,1167353;484;0
18;-0,7216380;0,0031848;0,8309577;0,2595831;-0,6665868;0,1801773;0,8960962;-0,4789792;0,4024629;-0,0817906;0,4299258;0,1693007;0,1565052;0,9054321;0,7517551;0,7351835;0,4656436;0,4829943;-0,8377155;0,2790299;0,2889187;0,3599675;-0,6766955;-0,9888894;0,6511812;0,1863916;0,5139267;-0,2843921;153;0
12;-0,3668040;-0,2185559;0,3031050;-0,8316208;-0,0901965;-0,6106224;0,8478048;-0,3449813;0,7974421;-0,6276222;0,1715227;0,2531228;0,4537576;0,9933259;-0,8494681;-0,4969112;-0,0570858;0,9252326;0,4351924;-0,5376973;-0,5640164;-0,6163678;0,2586001;-0,3438029;-0,1962360;-0,0118054;0,7187915;0,7484010;649;0
14;0,5415878;-0,9062378;-0,3097162;-0,3378397;0,5927155;0,0729945;-0,9562993;-0,2004921;0,7895672;0,9030886;0,6843617;-0,7077055;-0,1832294;-0,7047231;-0,2348451;0,0326723;0,8405449;-0,2165132;0,4023303;0,0263674;-0,9700813;-0,8773122;-0,2096538;0,7727088;0,7250068;0,8778923;-0,7571075;-0,1829981;60;0
16;-0,1553119;-0,9328515;0,5535063;-0,9882026;0,4839139;0,1793433;0,9439152;0,3263672;0,5085298;0,7617953;0,3941875;0,2510011;0,0360109;-0,5046218;0,1132178;0,8417543;-0,5983745;-0,3527385;-0,6276567;-0,6819029;0,6168773;-0,5380557;-0,9885615;-0,5892271;-0,4678943;0,8778474;-0,0533794;0,4679203;493;0
7;0,1093388;-0,0556701;-0,2319779;-0,4927755;-0,7113033;0,2879304;0,9671536;-0,0355962;0,2103250;0,7227831;0,1084695;0,8729476;-0,6295008;-0,8588744;-0,7486324;-0,8517619;-0,9096186;-0,5845049;0,1974024;0,1449032;-0,4551704;0,9474793;-0,1863067;0,3388911;-0,8482910;-0,5350686;-0,2473263;-0,9381565;463;0
9;-0,7488513;-0,6421749;0,1469620;-0,8159291;0,6068237;0,6432769;-0,5725745;-0,2634898;-0,0813767;-0,3631949;-0,1504240;0,0841912;-0,4211142;0,5553008;-0,0830061;-0,1188217;-0,1757316;-0,0160939;0,3064939;-0,4639318;-0,8126111;0,9399844;-0,9591212;-0,3724462;0,3843257;0,6715468;-0,8070587;-0,6419899;557;0
20;0,2502232;-0,8717242;-0,9586923;0,5106507;-0,6471056;-0,9023375;0,0141012;0,7325206;-0,6016996;0,1867562;-0,6509466;0,0304715;-0,2891640;0,0332500;-0,6374601;0,8492111;-0,4818235;-0,7169778;0,5242436;-0,3107862;0,7657004;0,2963348;-0,2188238;0,8968663;-0,4080894;0,6556050;-0,7802825;0,1052172;831;0
6;0,2443616;0,4328178;-0,0342044;-0,5121757;-0,1305977;0,0178816;0,4061254;-0,2940631;0,2824459;-0,4143043;-0,9421855;0,0167924;0,7269284;0,4182383;0,6077228;0,4466306;-0,0267815;0,4160315;-0,5889696;-0,1292026;0,0577478;-0,4250057;-0,6195948;0,9671606;0,4394739;-0,1054188;0,2812702;0,4550669;529;0
15;-0,1806195;0,8895232;-0,7413973;0,8009126;0,2505897;-0,0020064;-0,6676358;-0,8276456;-0,7829060;0,5862351;0,8923206;-0,4112881;-0,2800997;-0,2116059;0,5523231;0,4570288;0,0840813;0,4286417;0,0344840;0,9068277;-0,4242438;0,4983795;0,2668835;-0,3345407;-0,3615458;0,5220274;0,6174419;-0,3995276;857;0
14;-0,1641621;0,3566246;-0,1752365;0,0031166;-0,1393119;-0,5548605;0,6562038;0,7585945;-0,1322500;0,8161307;-0,3101851;-0,4886612;-0,6514658;0,0959938;0,7008263;0,1516385;0,6737765;0,2440113;-0,6158031;-0,7625289;0,9166153;0,6120451;-0,2294934;-0,9606641;-0,6303625;0,1610607;-0,2194354;0,7241575;663;0
16;0,4037095;-0,9400377;-0,4865119;0,8605986;-0,5161842;-0,3586454;-0,5291861;-0,8036902;-0,9913607;-0,9117864;-0,2498666;-0,6624495;-0,5483256;0,1267321;-0,3075549;0,2158237;-0,9816023;0,4916574;-0,0105457;0,8725811;-0,5406765;-0,0319445;0,2351660;0,3975898;0,8447127;-0,2647598;0,2498000;-0,6684433;873;0
1;0,5152276;0,9872658;-0,3175580;-0,8270267;-0,1049583;0,0826742;0,0290746;-0,2500076;0,1925259;-0,0545105;0,6594929;-0,5208941;-0,2013920;0,4534731;0,4103605;0,3373410;0,3200564;0,9943280;0,3362959;0,8475055;-0,5167543;0,6853313;0,7056731;-0,9590656;-0,2543478;-0,2723319;-0,2354451;0,7301114;12;0
1;-0,8348362;0,9450117;0,4653104;-0,8813499;-0,2430727;-0,6760374;-0,0989396;-0,5480967;-0,7701837;0,8093240;0,5717787;0,2000826;0,3791331;0,0126439;0,9047830;-0,5527829;-0,2286956;-0,7505637;-0,8992613;-0,1398568;0,0582103;0,3917546;0,1634741;0,3577582;0,8222728;0,8026231;0,8411013;0,4025021;13;0
10;-0,9080240;0,6061534;0,2417133;-0,4235947;0,8968677;-0,6077060;-0,1885674;0,8198777;0,8928897;-0,1935863;-0,9972309;-0,0915095;-0,0688932;-0,0168167;0,3180508;-0,0243784;-0,7942568;-0,7993042;-0,9753725;-0,8677463;-0,0218554;0,6685568;-0,7296106;-0,5847675;0,4704619;0,2646557;0,4346404;0,1166160;615;0
19;0,4965105;0,8956990;0,6852106;-0,7157386;-0,6038149;-0,7780216;-0,4482923;0,0007861;0,0945855;-0,3709066;0,7090070;0,1752698;0,8677035;-0,6990891;0,4325015;0,8515490;0,6950026;-0,0905435;0,1760901;0,7477065;0,0672148;0,7458974;-0,5909588;-0,1815569;-0,8785544;0,8191289;-0,1673763;-0,0001792;172;0
16;-0,4440629;0,0104573;-0,8231142;0,8986270;0,5877811;-0,0093114;-0,5169773;-0,3445995;-0,1076424;-0,7366162;0,1244394;0,4115757;0,8407691;0,1853368;-0,8880110;0,9232202;-0,0732672;-0,2358643;-0,3932446;-0,0357927;-0,8935755;0,8211206;0,5284153;0,1233493;-0,4733407;0,1341027;-0,5207789;-0,9146061;33;0
13;0,3991870;-0,0529685;-0,0242526;0,2682211;0,4356230;-0,7542172;-0,3705308;-0,7384024;0,6987211;-0,6995809;0,9730127;0,5475159;-0,2206973;0,5610022;-0,1450754;-0,4656127;-0,5863372;0,1702624;-0,4305346;0,1591499;-0,5230844;-0,1373897;0,4433315;-0,4388763;-0,7669500;-0,5581723;0,4624525;-0,6244958;285;0
20;-0,3110409;0,7551734;-0,1473827;-0,9891265;0,5399615;0,1334542;-0,2262122;0,1085119;0,2696707;-0,3760882;-0,8730403;0,4385891;0,1813031;-0,2929105;-0,1607754;0,5862936;-0,4441795;-0,3963846;0,0355658;-0,2515822;0,4718151;-0,7919296;-0,2836844;-0,1763933;0,6695385;0,4163232;-0,0852314;0,0886982;286;1
0;-0,4214039;0,3110519;0,8473284;0,0411618;0,6361519;0,5814743;0,2216967;-0,4723984;-0,7467607;-0,5177511;-0,5414083;0,2906957;0,8892742;-0,3083777;-0,2761382;-0,6588093;0,0922311;-0,9144430;-0,5765898;0,0937134;0,6374988;0,2376185;-0,4154161;-0,8621776;-0,7530531;0,5762081;0,7659775;0,5857423;849;0
2;0,1930324;0,3042107;-0,5225057;0,4496102;-0,7928126;0,1519834;0,4928407;-0,5846356;0,0308675;-0,3607284;0,9376068;0,3726912;0,3781798;0,1246019;0,0428494;0,8019131;-0,2501287;0,8738627;-0,2904079;-0,5737186;-0,0665832;0,4246754;-0,3879483;0,5876261;-0,8404880;0,6148143;-0,9750365;-0,6293582;745;0
5;-0,9717412;0,5352454;0,2931108;-0,1405632;0,5520152;0,8328229;-0,5637116;0,8320248;0,0268341;-0,7460320;0,5015745;-0,4250741;0,9044957;-0,6042252;0,7437762;-0,8437586;0,2026740;-0,8963629;0,3884705;0,4856880;0,0124748;-0,9894919;-0,3968433;-0,6770014;0,7657927;-0,8837901;-0,0684949;-0,4456944;563;0
3;-0,8417178;0,2570861;0,8633452;0,6217337;0,2790015;0,0779072;-0,1228052;0,6355917;0,7680046;0,0557447;0,7029728;-0,0721049;0,2958810;-0,7398815;-0,8180624;0,0247722;0,8386487;-0,5243313;0,6173817;0,7823608;0,2341435;-0,4466071;-0,3759533;0,9939539;-0,6897378;-0,2921325;0,5641472;0,4413099;563;0
8;0,7522558;-0,2288353;-0,0685363;0,9661480;0,7303370;0,7593855;0,5896427;0,5717082;-0,0091537;0,5921670;0,0321214;-0,7009386;0,2618588;0,1658751;0,2646159;-0,1309936;-0,4488970;-0,4203857;-0,4179929;0,3874363;-0,8589115;-0,2876867;0,3296821;-0,4963216;-0,9052469;0,2427176;0,6039502;-0,2252119;458;0
5;0,6702078;-0,7520547;-0,1966526;0,1140992;0,9656368;0,3341307;-0,4265967;-0,8811413;-0,3542586;-0,2632231;-0,7373449;-0,2474406;-0,9720482;-0,9496837;0,3191898;0,2170123;0,2841952;0,7311226;0,2127145;-0,0606622;-0,8915270;-0,8706733;-0,3525371;0,2774494;-0,3347971;-0,0389711;-0,9997242;-0,1094193;946;0
2;-0,0676623;0,0497679;0,7963577;0,1035034;0,0221671;0,4775822;-0,0199033;-0,4726537;0,7034571;0,5164044;-0,9675255;0,9185614;0,9578653;0,3461284;0,8930260;0,6067558;-0,2582275;0,5255537;-0,0331035;0,2538090;-0,0230367;-0,2036814;-0,5222938;-0,6422991;0,8508283;-0,1239364;0,9803107;-0,4692005;701;0
9;0,8270599;0,8545019;0,0417910;-0,4961950;-0,1666483;0,8873722;0,6911663;0,9159949;-0,2338522;0,8592672;-0,4968703;0,8026412;0,7420546;-0,7682159;-0,1580563;0,9723358;0,7744321;-0,8251374;-0,1228322;-0,4824431;-0,5119776;-0,2989461;-0,1744302;-0,4044544;0,2710539;-0,1942904;0,7815098;0,7729469;858;1
8;-0,6933020;-0,1196177;0,1194589;-0,6821114;-0,4363480;0,7186390;0,8218539;0,4101495;-0,4302158;-0,7874006;-0,1881501;0,9611102;-0,5811742;0,2157801;0,8362256;0,6213238;0,8573094;0,1173474;-0,7791560;-0,1727782;-0,2356555;0,2369079;-0,0918106;-0,1920642;0,8839606;-0,5876087;0,3966652;0,0117126;954;0
4;0,8118881;-0,4358472;0,4640315;0,7826735;0,5106195;-0,3403565;0,5101814;-0,1412170;0,7091078;0,1284304;-0,7048801;-0,7349256;-0,0368357;-0,1501760;-0,0350040;-0,8134706;0,8971836;-0,6347586;-0,4934839;0,9152786;-0,5087757;-0,9348321;0,7589314;0,9616402;-0,7523828;-0,0146464;-0,7894660;-0,2343345;291;0
4;-0,3686776;0,4368074;-0,1663661;0,1477892;0,2466809;0,9646247;0,7355009;0,7963057;0,9610545;0,5034663;-0,9871685;0,1660274;-0,6655327;-0,4563235;0,6502087;-0,2440663;-0,9912127;-0,2707947;-0,4917461;-0,7653424;-0,8351198;0,4280747;0,8814264;0,7489464;0,9752146;-0,6595246;0,0481167;0,8820949;379;0
3;0,2953236;-0,5949661;0,7964478;-0,8561797;-0,4166081;-0,3070876;0,1435922;-0,2722233;-0,2161170;0,0834317;0,5348244;-0,0129923;-0,5154652;0,8725885;-0,8297663;0,4096813;-0,9198177;-0,2115183;-0,1528890;-0,9754818;0,6661703;-0,8075943;-0,1634148;0,4943431;0,2072744;0,9922795;0,8818020;0,7219323;547;0
8;0,2656426;-0,5509990;-0,6379936;0,0006134;-0,5664417;-0,6871293;0,9198639;0,7463831;0,4239382;0,5300271;-0,2509790;-0,1619288;0,0122606;0,9821727;0,3612185;0,1018938;0,5799118;-0,9088068;-0,8867765;0,0521803;-0,5852650;0,8686087;0,8115062;-0,9053362;-0,5742467;0,6477430;0,9550686;-0,8631504;286;0
9;-0,8226897;-0,7837211;0,8976029;-0,7556237;0,4474606;0,4650508;-0,8288455;-0,1379749;0,6073109;0,4366943;-0,3175800;0,7490375;-0,0923814;-0,2018915;0,4027754;-0,5069375;0,4071522;0,3356982;0,8869264;0,4777040;0,2751349;-0,1265021;-0,4505476;-0,0737167;0,9727233;-0,8379783;-0,8445191;0,1523454;318;1
16;-0,2367920;-0,4171151;-0,8999757;0,8819861;0,8741475;0,4873028;-0,3558481;-0,9165353;0,9924241;-0,3864482;-0,9096309;-0,1132744;0,3787662;0,9289889;0,8818474;-0,5395542;0,3884702;-0,3914027;-0,4474938;0,6097865;0,5369158;0,4445123;0,0926248;-0,4705702;0,6451442;-0,8291365;-0,2648274;-0,7411627;127;0
10;-0,0100259;0,6980976;-0,7981532;-0,8440045;0,9587107;-0,3090681;-0,9558165;-0,5820181;-0,8556917;-0,7579161;0,5838387;0,6982515;-0,6731116;-0,0046315;0,7900738;0,8133475;-0,8848672;-0,4247529;0,7169411;-0,2732975;-0,8039900;0,0205483;-0,6622631;-0,5821371;-0,3139878;0,1684042;0,3436792;0,4448916;858;0
8;0,8136036;0,3587179;0,4078173;-0,2758519;-0,0358538;0,0381444;-0,8982812;-0,8916466;-0,1542720;0,9744491;-0,0503649;0,0025180;-0,7843013;-0,0356693;-0,8497451;-0,9308382;-0,7034640;0,9282126;0,7473152;-0,6504370;-0,6397192;-0,0641512;0,9850309;-0,6250133;0,7417047;-0,6689592;-0,5881685;0,4569459;240;0
11;-0,6222760;0,2613574;0,9557513;0,8353190;-0,5463590;0,6117787;-0,0120826;-0,2438274;-0,0712362;0,7266231;0,2360281;0,3831327;0,4786018;-0,1400138;-0,8092746;-0,1120558;-0,8647789;0,2129965;0,9952990;-0,6713287;-0,0576361;0,3417764;-0,0873140;-0,8834985;0,8683035;0,0391808;-0,3415881;0,4662095;407;0
11;-0,7112170;-0,2107636;0,6903531;-0,3824875;-0,1960771;-0,6062617;0,9532631;0,3610327;-0,7548192;-0,5531114;0,7609649;-0,8496752;0,7331532;0,8330505;0,1365469;0,7202732;-0,8695217;0,2929707;-0,8343043;0,1424670;0,3259211;-0,5739804;0,5787010;0,3434489;-0,2940202;0,7370951;0,1958765;-0,3983366;365;0
18;-0,6235385;0,4748071;-0,5428548;0,5481233;-0,3469866;0,0635887;-0,4360145;-0,4641696;-0,4151507;0,1031972;-0,7544465;0,5238549;-0,8470784;-0,3325811;0,8956570;0,7356542;0,3442450;0,6628823;-0,9781916;-0,3954135;0,8035715;0,8535961;-0,5960100;0,9258612;0,1219156;-0,4171159;0,8154566;0,5563324;632;1
16;0,1099421;-0,0729349;0,6632826;0,1701986;0,5326374;-0,0752981;-0,5059648;-0,9478158;-0,3367520;-0,4261650;0,2133128;-0,1676220;0,1938267;-0,8187102;0,4113398;-0,2618275;-0,1106844;0,8017383;-0,5198289;-0,9598232;-0,0284857;0,5285370;0,6539738;-0,5078162;-0,4203735;0,8787390;0,1496733;0,4225409;730;0
20;0,0315308;0,8186335;0,5400852;-0,1554838;0,1336930;-0,4309937;-0,2665794;0,0787437;0,7633095;0,0744916;0,2819153;0,2195250;0,0191800;0,7994688;0,5959433;-0,4430117;0,1999355;0,6370992;-0,0999027;0,1565734;0,7191207;-0,2492680;0,7976428;-0,9228474;0,4304385;0,5258737;0,4871922;-0,0134851;823;0
6;-0,4435214;-0,3247231;-0,0259120;0,8905262;-0,9195483;-0,1054329;0,9643951;0,3080647;-0,1814148;0,3498133;-0,0691048;-0,6532797;-0,8510358;0,5056966;0,0396958;-0,0569052;0,5073300;0,0147653;0,9808877;0,5527288;0,5676697;0,5772667;0,7437236;0,5601468;-0,6122267;0,1901133;-0,7959920;0,1215764;788;0
14;-0,0154097;0,9267194;-0,9857008;0,0911111;0,1159623;0,7906807;-0,6583458;-0,2426056;-0,7304827;0,5628138;0,6108818;0,3205571;0,6773625;-0,3525997;-0,4441960;0,2006972;0,7741010;-0,4926705;0,2505775;0,9783944;0,1430593;-0,8359668;-0,6485685;0,4893155;0,5889721;-0,2156989;-0,1295449;-0,6740596;226;1
5;-0,6527784;0,9637150;-0,2424410;0,1021249;0,6053948;0,3890550;-0,9438473;-0,6665761;-0,1148599;0,1060815;-0,0791754;-0,8479763;-0,3577266;-0,4768568;0,1343803;0,7132531;0,8638899;-0,7298843;0,6515469;0,5382817;0,8967057;0,3160095;0,7710403;-0,4667640;-0,7141235;0,1387214;0,6642143;-0,7093966;837;1
12;-0,7696120;0,1951793;0,7582044;0,0310248;0,6603937;0,9962503;-0,6317482;-0,8180591;-0,8314795;-0,8598147;-0,2484021;-0,5072699;0,8951261;0,7337717;-0,0910772;0,2262708;0,1924487;-0,4392589;0,4706565;0,5624979;-0,0249426;0,6919622;0,6226875;-0,8525834;-0,8476990;-0,6745544;0,9906948;-0,5896274;380;0
1;-0,8380522;0,4888456;-0,1769020;-0,7784522;0,1141285;0,6298927;0,3511033;0,5947300;-0,8943633;0,4648760;0,7769645;0,5622557;-0,2734674;0,9531639;-0,5437555;-0,7829372;0,0514034;-0,5737326;0,2200599;0,0647369;0,0321109;0,8810548;-0,8932201;-0,5187241;0,2129611;-0,4043330;-0,1514109;-0,7927267;949;0
0;0,9444627;0,7933883;0,4283714;0,6650953;0,9872902;-0,2246054;-0,5088050;-0,8208812;0,4471789;-0,0189770;-0,6994358;-0,1488056;0,1485799;0,8411327;-0,0469733;-0,0270477;0,4239099;-0,3385639;0,8311947;-0,6931460;0,0468875;0,1232164;-0,1083664;0,2555026;-0,7917786;0,3293394;0,0443391;-0,9012194;798;0
1;-0,6875301;-0,4279521;-0,1383324;-0,6473928;0,8015834;0,0388543;0,2900035;-0,2182287;-0,4584069;-0,0044172;0,3726927;-0,5352327;0,3512501;-0,9083458;0,4641913;0,2092019;-0,8008213;0,1538521;-0,4235205;0,1827953;-0,9427124;-0,5852244;-0,1729140;0,8181328;0,6633129;-0,0634669;0,8494606;-0,2605334;754;0
15;-0,6618182;-0,9807327;0,4957892;-0,6151012;0,8083343;0,0598639;-0,7606161;-0,6587928;0,8219262;0,4684946;0,7467386;0,6724142;-0,5757806;-0,4752653;-0,7250706;-0,8625845;0,0831959;0,3565523;0,3147049;-0,2708465;-0,3652650;0,9420199;0,3194622;0,1343890;-0,8964651;0,4676325;-0,9700138;-0,2898373;921;0
4;0,8866646;0,2633851;-0,6554192;0,2574375;-0,8715601;-0,7014339;0,3504333;0,8067570;-0,3299056;0,0055304;0,7363787;0,9826858;0,9382882;-0,3212235;-0,3418966;-0,3255742;-0,7288839;-0,0438724;0,5862830;-0,9409293;-0,1667426;-0,9832493;0,8298754;-0,7597838;-0,8605758;0,6139071;0,5285705;-0,3338422;922;0
10;-0,6297552;0,4282576;-0,3211087;0,3975080;0,4456905;0,9071507;0,4837597;0,1345660;-0,4709648;0,3247281;0,6424656;-0,1377225;0,7950406;-0,4808203;-0,5068335;-0,2751282;0,5784884;0,7140987;0,3030810;-0,2109313;0,4933600;0,8386266;-0,8988324;0,3546680;0,3209555;0,7370908;-0,2011170;0,0262942;626;0
7;0,5120376;0,3109727;0,1600894;-0,5907745;0,9676689;0,8158691;-0,5171798;0,8098845;-0,8234234;-0,9403875;0,4332653;-0,1698167;0,7875970;0,2782717;0,9000706;0,1276547;-0,2559272;-0,5922974;0,8816955;-0,1428003;-0,5246733;-0,1254927;0,8568509;0,1841480;-0,2370513;-0,4498239;0,5035074;0,6271477;458;0
9;0,7385664;-0,0914209;-0,1452146;0,7641065;0,4732998;0,5868665;-0,8413158;0,4245018;-0,2642521;0,2723892;0,6499627;0,3113377;-0,3398331;-0,9755678;0,5560595;0,5098120;0,0668447;0,3416375;-0,2736369;-0,3275832;-0,4451410;0,1853906;0,3104278;0,3364269;0,1702143;0,9443160;0,5299028;-0,0590263;816;0
8;0,7848472;-0,0032468;0,0798942;-0,9138447;0,1963153;-0,7312708;0,8230217;0,7075611;0,5950449;-0,7322109;-0,0115318;0,4878199;0,5140192;0,6239923;-0,6017528;-0,5775016;-0,3856059;0,7141751;-0,1290291;-0,6289954;-0,5625855;-0,6073338;-0,0980298;-0,5026993;-0,1677301;-0,4731728;-0,6264867;0,9594361;1000;0
16;0,8917971;-0,8100487;0,2180684;-0,0945658;0,8090255;0,0189617;-0,6359082;-0,2756325;-0,8912325;-0,1441908;0,0077221;-0,8360452;0,6707694;0,0046460;0,9306757;0,3582147;0,8535079;0,8798146;-0,8662904;0,2720278;-0,0497201;0,6272512;0,2756826;-0,6195292;-0,2471611;0,1495583;0,8492813;0,9123252;731;0
13;-0,6210800;-0,9321941;0,7161670;0,4478154;0,8501499;-0,5085626;0,0632560;-0,9728647;0,2537603;-0,8732908;0,9124401;0,5277292;-0,3875915;0,8042878;0,1889514;0,2166153;-0,9888606;-0,6591185;0,0802473;0,6010676;0,7939177;-0,4045600;0,1431843;0,3828514;-0,3401682;0,8911675;0,4289127;0,1841512;504;0
12;-0,7144690;-0,7018731;-0,4006689;-0,9567618;-0,9175832;-0,9591547;0,4993245;-0,7098914;-0,3091836;-0,3335240;0,3105034;-0,8209866;0,4211434;-0,3159273;0,0970850;0,7341972;-0,7674173;-0,1239264;0,3216617;-0,6140866;-0,4169917;0,2668002;-0,7878130;0,5412112;-0,5809589;-0,1282795;0,7673083;0,8636465;644;0
10;-0,6777512;-0,8671752;0,8448806;0,3507843;0,5182349;-0,7437294;-0,7122451;-0,6381999;-0,3591816;0,7839569;0,4628991;-0,8057451;0,9326424;0,2701086;-0,8120652;0,6577994;-0,3043287;0,4995505;0,2413132;-0,8415024;-0,1256478;-0,8941444;-0,4460370;0,2204768;0,5792965;0,6124495;-0,3998677;-0,9569489;661;0
2;-0,4133342;-0,8544757;-0,2730468;0,3886564;0,1889675;0,6447385;-0,9393050;0,3435072;-0,6455848;0,5008666;-0,1058371;-0,4716823;0,7733781;0,2420347;0,1046976;0,9582603;-0,4045525;-0,3788171;-0,8736938;0,7928024;0,5159330;0,6473000;0,1564695;-0,5135259;-0,1442626;0,0204987;0,6218091;0,0209926;447;0
2;-0,0280841;0,9936624;-0,3030246;-0,1036553;0,4837910;0,9588680;-0,4296071;-0,3103995;0,3763245;-0,5263967;0,4979504;-0,3479137;0,6921938;0,6266674;0,6194100;0,1657412;-0,3512325;0,1608166;0,5379803;-0,2662594;0,0796795;0,2992136;-0,9079789;-0,3709145;-0,8224404;0,2647418;0,7342155;-0,5312353;597;0
1;0,2853019;-0,6669469;0,4942642;-0,1674427;-0,5421453;0,7201552;0,3024692;0,8786206;0,7041379;-0,6577260;-0,3790480;0,5612770;-0,3975214;0,2776058;-0,4784050;-0,6776409;0,7337058;-0,3959891;0,6518953;0,3629135;0,9434856;0,9187032;-0,1763397;-0,3830015;0,2300315;0,3845560;-0,1173076;0,5856244;220;0
3;0,9211304;-0,1189387;-0,3393941;-0,5078968;-0,6291751;-0,7114566;-0,2341943;0,0709761;-0,5430266;-0,9124135;0,6780793;0,6657047;0,3999340;-0,4132964;0,1106536;-0,4428612;0,9909068;-0,9656504;-0,7288686;-0,2465008;0,0289221;-0,5638638;-0,3906348;0,7994258;-0,5257979;0,0355917;0,7430409;-0,6156528;32;0
0;-0,2970530;-0,6075127;0,4696508;-0,1893000;0,0736090;0,9842319;0,7302460;0,7401817;0,4187564;-0,1297259;-0,9575851;-0,7784394;0,5879959;0,3257938;0,9686717;-0,5730936;-0,4259983;0,4263295;-0,9608343;-0,2725406;0,3969999;-0,8848872;0,0508337;-0,5311657;-0,9557787;0,2627055;0,7397006;0,8935295;633;0
9;0,8335247;0,1071413;0,2665541;0,1372622;-0,8497887;-0,8139364;0,7104198;-0,9367405;-0,3196127;0,1179685;0,6546106;0,6313024;-0,4698099;-0,7128781;0,8426385;-0,0491173;0,5670006;-0,7962341;0,1616252;-0,5371727;-0,2243868;-0,8509807;-0,0431825;-0,4303546;0,8965364;0,0664559;0,3492858;0,2749085;105;0
4;0,4384613;-0,0748631;-0,9253868;-0,3633614;-0,0335876;0,8048931;-0,8873602;0,5561195;0,3441285;0,7729127;-0,1500299;-0,0737049;0,4420690;-0,3408005;0,5896330;-0,5023398;0,6920814;0,5488021;-0,5680161;0,5478537;0,8379283;0,3222967;0,1809436;0,5294773;-0,8182273;0,1971582;-0,8020145;-0,8445816;393;0
4;0,8393703;0,0475157;0,5862601;-0,1080222;-0,7865579;-0,9118989;-0,0695336;-0,6688951;0,2635819;0,6520169;0,7011982;-0,4731911;0,9023098;0,8131037;-0,6994857;0,1920047;-0,1720961;0,6651157;0,7160823;-0,1233419;-0,1941294;0,8446771;0,9531139;0,1829457;0,6967152;-0,9971904;-0,1485220;-0,7069273;389;0
19;0,9956312;0,1402315;-0,6822702;0,2409236;0,8116166;-0,7151194;0,9262459;-0,6128623;-0,9973991;-0,1998883;-0,4445674;-0,1911520;-0,9106980;0,2615472;-0,6199925;-0,6673624;-0,4942117;-0,4974732;-0,1939064;0,0244487;0,7714240;0,4535076;0,5976974;-0,0681302;-0,4261090;0,7185230;-0,8119035;-0,4524264;343;0
9;0,4939918;0,3586233;-0,0189986;-0,3609250;-0,3631887;-0,3432138;-0,1182729;-0,4704081;0,6604493;-0,7941712;0,2394791;-0,0976818;0,0425409;0,2642277;-0,6849091;0,2551422;0,7964992;0,0373000;0,6997889;-0,8864508;-0,6151857;-0,7182233;0,7734422;-0,6564951;-0,8500259;-0,3347827;-0,6777259;-0,1260190;712;0
20;0,8284742;-0,1856739;-0,7948844;-0,4771642;0,1845466;0,5861972;-0,3208561;0,9518308;0,7126440;0,4457038;0,8681655;0,8285145;0,0859893;-0,8472200;0,6062966;-0,1000134;-0,9613284;-0,3523463;-0,0801703;-0,6379651;0,2683384;-0,3449983;0,7862581;-0,1077534;0,5522468;-0,2857013;0,7654835;0,0879181;959;1
20;-0,6856461;-0,5839710;0,0903949;0,0507033;-0,3891189;-0,8509211;-0,8028862;-0,6720273;0,8859850;-0,0825481;0,5571390;0,8619111;0,5316215;0,7507943;-0,9743392;0,1044175;-0,2296136;-0,0432456;0,9209187;-0,5135567;0,0043343;-0,1707325;0,0140012;0,3946889;0,2638264;0,3403263;0,0279992;-0,8990840;988;1
7;0,1807139;0,1358543;-0,1851839;0,0079556;0,0753018;-0,1767681;0,8029193;0,6024399;0,4609437;-0,2891223;-0,6653035;-0,8422404;-0,5171540;-0,9272143;0,6231876;0,4195055;0,0305650;-0,1442352;0,5172266;0,4804684;0,8511683;0,0277023;0,2868345;0,4006216;0,6853386;-0,1262991;-0,7995256;-0,9659508;787;0
